OrderID,OrderDate,Region,Category,Sub-Category,CustomerSegment,PaymentMethod,ShipMode,Quantity,UnitPrice,Discount,Sales,Profit
O1827,2024-04-07,South,Clothing,Outdoor,Home Office,Wallet,Same Day,7,3385.87,0.23,18249.8393,3080.68
O1828,2024-04-08,East,Home Appliances,Refrigerator,Corporate,Credit Card,Same Day,7,2309.45,0.36,10346.336,1746.52
O1829,2024-04-09,West,Toys,Men,Corporate,Cash,Standard,3,451.34,0.04,1299.8591999999999,219.42
O1830,2024-04-10,North,Clothing,Microwave,Home Office,Credit Card,Standard,6,3516.81,0.29,14981.6106,2528.99
O1831,2024-04-11,North,Toys,Men,Consumer,Wallet,Express,6,422.08,0.06,2380.5312,401.85
O1832,2024-04-12,East,Clothing,Indoor,Consumer,Credit Card,Same Day,4,541.1,0.02,2121.112,358.06
O1833,2024-04-13,West,Home Appliances,Fruits,Home Office,Cash,Same Day,1,1020.19,0.05,969.1805,163.6
O1834,2024-04-14,North,Home Appliances,Women,Corporate,Credit Card,Same Day,9,1437.86,0.38,8023.2588,1354.37
O1835,2024-04-15,West,Groceries,Beverages,Corporate,Cash,Standard,2,4239.94,0.18,6953.5016,1173.79
O1836,2024-04-16,East,Clothing,Vegetables,Corporate,Credit Card,Standard,9,3390.86,0.02,29907.3852,5048.55
O1837,2024-04-17,North,Groceries,Men,Corporate,Credit Card,Standard,8,1966.7,0.23,12114.872000000001,2045.06
O1838,2024-04-18,West,Clothing,Indoor,Home Office,Cash,Express,1,4894.21,0.08,4502.6732,760.08
O1839,2024-04-19,North,Groceries,TV,Corporate,Credit Card,Same Day,7,1255.83,0.0,8790.81,1483.94
O1840,2024-04-20,East,Home Appliances,Snacks,Home Office,Debit Card,Express,3,3068.58,0.3,6444.017999999999,1087.79
O1841,2024-04-21,West,Toys,Beverages,Consumer,UPI,Same Day,9,4243.71,0.06,35901.7866,6060.44
O1842,2024-04-22,North,Groceries,Outdoor,Home Office,Debit Card,Standard,5,4020.01,0.38,12462.031,2103.67
O1843,2024-04-23,East,Clothing,Indoor,Corporate,UPI,Express,3,497.02,0.24,1133.2056,191.29
O1844,2024-04-24,North,Clothing,Refrigerator,Consumer,Debit Card,Express,8,3501.51,0.03,27171.7176,4586.75
O1845,2024-04-25,North,Home Appliances,Indoor,Home Office,UPI,Standard,3,1326.43,0.09,3621.1539000000002,611.27
O1846,2024-04-26,South,Clothing,Beverages,Home Office,Credit Card,Same Day,7,1810.88,0.24,9633.8816,1626.26
O1847,2024-04-27,South,Electronics,Kids,Home Office,Cash,Same Day,7,2470.51,0.14,14872.4702,2510.56
O1848,2024-04-28,East,Toys,Headphones,Consumer,Cash,Same Day,7,3964.21,0.21,21922.0813,3700.58
O1849,2024-04-29,South,Groceries,Washing Machine,Home Office,Wallet,Same Day,1,872.7,0.32,593.4359999999999,100.18
O1850,2024-04-30,East,Toys,Men,Corporate,UPI,Standard,5,587.35,0.32,1996.9899999999998,337.1
O1851,2024-05-01,South,Home Appliances,Laptop,Consumer,Wallet,Standard,1,809.53,0.28,582.8616,98.39
O1852,2024-05-02,North,Groceries,TV,Consumer,Wallet,Standard,7,1130.21,0.35,5142.4555,868.08
O1853,2024-05-03,East,Groceries,Headphones,Home Office,UPI,Standard,8,344.53,0.08,2535.7408,428.05
O1854,2024-05-04,East,Electronics,Men,Corporate,Cash,Express,7,4635.46,0.07,30176.8446,5094.03
O1855,2024-05-05,North,Home Appliances,Refrigerator,Consumer,UPI,Express,1,1629.46,0.32,1108.0328,187.04
O1856,2024-05-06,East,Clothing,Washing Machine,Home Office,Credit Card,Express,3,926.03,0.13,2416.9383000000003,407.99
O1857,2024-05-07,East,Electronics,TV,Corporate,Wallet,Standard,3,3207.28,0.2,7697.472000000001,1299.38
O1858,2024-05-08,South,Electronics,Men,Home Office,Wallet,Same Day,7,3945.63,0.3,19333.587,3263.63
O1859,2024-05-09,East,Toys,Headphones,Home Office,UPI,Express,4,3778.51,0.16,12695.7936,2143.13
O1860,2024-05-10,West,Toys,Indoor,Consumer,Wallet,Express,3,3607.6,0.05,10281.659999999998,1735.61
O1861,2024-05-11,North,Toys,Refrigerator,Consumer,Cash,Standard,6,300.12,0.27,1314.5256,221.9
O1862,2024-05-12,South,Electronics,Beverages,Home Office,Wallet,Same Day,6,3921.69,0.33,15765.193799999997,2661.26
O1863,2024-05-13,South,Clothing,TV,Consumer,UPI,Same Day,5,2534.3,0.01,12544.785,2117.64
O1864,2024-05-14,West,Groceries,Indoor,Consumer,Cash,Same Day,6,3262.98,0.23,15074.967600000002,2544.75
O1865,2024-05-15,North,Toys,Refrigerator,Corporate,Cash,Standard,3,4784.3,0.19,11625.849000000002,1962.51
O1866,2024-05-16,North,Clothing,Men,Corporate,Wallet,Same Day,5,4062.83,0.1,18282.735,3086.24
O1867,2024-05-17,South,Home Appliances,Microwave,Home Office,UPI,Express,9,4135.59,0.06,34987.0914,5906.03
O1868,2024-05-18,East,Toys,Kids,Home Office,Wallet,Express,4,948.26,0.08,3489.5968000000003,589.07
O1869,2024-05-19,South,Groceries,Men,Home Office,Credit Card,Express,2,2408.26,0.29,3419.7292,577.27
O1870,2024-05-20,North,Home Appliances,Mobile,Home Office,Credit Card,Standard,5,4749.16,0.21,18759.182,3166.66
O1871,2024-05-21,West,Home Appliances,Headphones,Corporate,Cash,Same Day,3,2934.29,0.39,5369.7507,906.45
O1872,2024-05-22,South,Groceries,Washing Machine,Consumer,Wallet,Standard,3,557.8,0.1,1506.06,254.23
O1873,2024-05-23,North,Toys,Outdoor,Corporate,Credit Card,Same Day,4,3672.51,0.38,9107.8248,1537.46
O1874,2024-05-24,South,Electronics,Microwave,Home Office,Debit Card,Standard,4,262.49,0.21,829.4684000000001,140.02
O1875,2024-05-25,East,Groceries,Vegetables,Home Office,Credit Card,Express,5,3724.37,0.06,17504.538999999997,2954.87
O1876,2024-05-26,South,Groceries,Men,Corporate,Wallet,Standard,7,4404.87,0.06,28984.044599999997,4892.68
O1877,2024-05-27,South,Groceries,Men,Corporate,Wallet,Standard,4,2154.99,0.24,6551.169599999999,1105.88
O1878,2024-05-28,,Home Appliances,Mobile,Home Office,Credit Card,Standard,7,2097.38,0.33,9836.712199999998,1660.5
O1879,2024-05-29,North,Clothing,Outdoor,Consumer,Wallet,Express,9,1555.85,0.3,9801.855,1654.61
O1880,2024-05-30,North,Electronics,Laptop,Home Office,Wallet,Standard,3,4390.84,0.26,9747.6648,1645.46
O1881,2024-05-31,South,Toys,Beverages,Corporate,Debit Card,Standard,5,2761.53,0.07,12841.1145,2167.66
O1882,2024-06-01,East,Toys,Microwave,Home Office,Cash,Express,4,2917.34,0.04,11202.5856,1891.06
O1883,2024-06-02,West,Clothing,Refrigerator,Home Office,Wallet,Same Day,9,3325.45,0.0,29929.05,5052.2
O1884,2024-06-03,West,Groceries,Outdoor,Consumer,UPI,Standard,5,1536.14,0.04,7373.472000000001,1244.69
O1885,2024-06-04,North,Electronics,Headphones,Home Office,Cash,Express,2,2192.29,0.31,3025.3601999999996,510.7
O1886,2024-06-05,North,Toys,TV,Home Office,Cash,Standard,1,3720.95,0.36,2381.408,402.0
O1887,2024-06-06,South,Toys,Vegetables,Home Office,UPI,Express,7,4928.16,0.1,31047.407999999996,5240.99
O1888,2024-06-07,West,Groceries,Refrigerator,Corporate,Credit Card,Same Day,1,219.81,0.32,149.4708,25.23
O1889,2024-06-08,North,Clothing,Laptop,Corporate,Debit Card,Same Day,8,261.11,0.08,1921.7696,324.41
O1890,2024-06-09,East,Electronics,Indoor,Consumer,Wallet,Standard,9,2169.01,0.1,17568.981000000003,2965.75
O1891,2024-06-10,East,Clothing,Washing Machine,Home Office,Credit Card,Express,7,3315.13,0.09,21117.3781,3564.74
O1892,2024-06-11,North,Clothing,Vegetables,Corporate,UPI,Same Day,9,1962.5,0.02,17309.25,2921.91
O1893,2024-06-12,North,Electronics,Indoor,Consumer,Debit Card,Same Day,6,4998.21,0.08,27590.119200000005,4657.38
O1894,2024-06-13,West,Electronics,Kids,Home Office,Debit Card,Express,7,1017.03,0.15,6051.3285,1021.5
O1895,2024-06-14,West,Toys,Beverages,Consumer,Debit Card,Standard,3,89.23,0.16,224.8596,37.96
O1896,2024-06-15,South,Toys,Outdoor,Consumer,UPI,Same Day,9,991.14,0.12,7849.8288,1325.1
O1897,2024-06-16,West,Electronics,Headphones,Consumer,Credit Card,Same Day,3,4439.87,0.21,10522.4919,1776.26
O1898,2024-06-17,East,Home Appliances,Men,Consumer,Wallet,Same Day,6,768.49,0.15,3919.2990000000004,661.6
O1899,2024-06-18,East,Toys,Fruits,Consumer,Debit Card,Standard,4,2420.93,0.39,5907.0692,997.15
O1900,2024-06-19,North,Home Appliances,TV,Consumer,Debit Card,Same Day,9,2125.42,0.32,13007.570399999999,2195.76
O1901,2024-06-20,West,Electronics,Kids,Consumer,Credit Card,Express,1,3345.34,0.37,2107.5642000000003,355.77
O1902,2024-06-21,South,Toys,Refrigerator,Home Office,Debit Card,Standard,9,320.25,0.22,2248.155,379.5
O1903,2024-06-22,East,Clothing,Laptop,Home Office,Debit Card,Same Day,4,3310.81,0.27,9667.5652,1631.94
O1904,2024-06-23,East,Electronics,Indoor,Consumer,UPI,Express,5,1806.02,0.07,8397.993,1417.63
O1905,2024-06-24,South,Groceries,Snacks,Home Office,Cash,Express,1,4633.9,0.3,3243.7299999999996,547.56
O1906,2024-06-25,South,Home Appliances,Kids,Consumer,Credit Card,Standard,1,4251.99,0.09,3869.3109,653.16
O1907,2024-06-26,East,Electronics,Headphones,Home Office,Credit Card,Express,6,2027.56,0.06,11435.4384,1930.37
O1908,2024-06-27,East,Electronics,Washing Machine,Corporate,Credit Card,Standard,1,4964.81,0.02,4865.513800000001,821.33
O1909,2024-06-28,South,Toys,Beverages,Consumer,UPI,Standard,2,307.12,0.19,497.53440000000006,83.99
O1910,2024-06-29,East,Toys,Vegetables,Corporate,UPI,Standard,3,3953.73,0.11,10556.4591,1781.99
O1911,2024-06-30,North,Toys,Mobile,Consumer,Wallet,Express,7,2197.49,0.39,9383.282299999999,1583.95
O1912,2024-07-01,North,Groceries,Washing Machine,Consumer,UPI,Standard,2,2194.86,0.1,3950.7480000000005,666.91
O1913,2024-07-02,South,Toys,Women,Corporate,Credit Card,Standard,5,892.16,0.35,2899.5200000000004,489.46
O1914,2024-07-03,West,Electronics,Laptop,Corporate,Wallet,Express,9,2598.66,0.13,20347.5078,3434.78
O1915,2024-07-04,,Toys,Women,Corporate,Cash,Standard,8,469.36,0.3,2628.4159999999997,443.69
O1916,2024-07-05,South,Clothing,Vegetables,Consumer,Debit Card,Same Day,8,3102.06,0.26,18364.1952,3099.99
O1917,2024-07-06,,Toys,Men,Corporate,Debit Card,Express,2,1245.87,0.22,1943.5572,328.08
O1918,2024-07-07,West,Groceries,Refrigerator,Corporate,Wallet,Express,1,3638.05,0.17,3019.5815000000002,509.72
O1919,2024-07-08,West,Clothing,Indoor,Home Office,Cash,Express,9,3056.44,0.27,20080.8108,3389.76
O1920,2024-07-09,North,Electronics,Washing Machine,Home Office,Debit Card,Same Day,4,3744.7,0.16,12582.192,2123.95
O1921,2024-07-10,East,Electronics,Women,Corporate,Wallet,Standard,9,3761.22,0.22,26403.764399999996,4457.12
O1922,2024-07-11,North,Home Appliances,TV,Corporate,UPI,Express,7,1023.71,0.24,5446.1372,919.34
O1923,2024-07-12,East,Clothing,Snacks,Corporate,Credit Card,Express,6,53.34,0.11,284.8356,48.08
O1924,2024-07-13,North,Home Appliances,Indoor,Corporate,Cash,Express,9,1860.52,0.14,14400.4248,2430.88
O1925,2024-07-14,East,Clothing,Mobile,Home Office,Debit Card,Same Day,4,4599.39,0.01,18213.5844,3074.56
O1926,2024-07-15,North,Clothing,Laptop,Consumer,Credit Card,Same Day,1,2910.6,0.34,1920.9959999999996,324.28
O1927,2024-07-16,West,Groceries,Washing Machine,Corporate,Wallet,Same Day,5,3651.13,0.3,12778.955,2157.17
O1928,2024-07-17,South,Home Appliances,Women,Corporate,Debit Card,Standard,6,4403.87,0.07,24573.5946,4148.17
O1929,2024-07-18,North,Groceries,Microwave,Home Office,Credit Card,Standard,6,4534.99,0.14,23400.5484,3950.15
O1930,2024-07-19,East,Clothing,Men,Corporate,UPI,Same Day,1,2668.67,0.17,2214.9961,373.9
O1931,2024-07-20,West,Electronics,Washing Machine,Corporate,Cash,Standard,7,2727.66,0.13,16611.449399999998,2804.11
O1932,2024-07-21,North,Clothing,Laptop,Home Office,Wallet,Same Day,8,4262.15,0.32,23186.095999999994,3913.95
O1933,2024-07-22,North,Groceries,Beverages,Corporate,Debit Card,Standard,5,4047.05,0.29,14367.0275,2425.24
O1934,2024-07-23,West,Home Appliances,Men,Corporate,UPI,Standard,2,3509.35,0.31,4842.902999999999,817.51
O1935,2024-07-24,North,Home Appliances,Indoor,Home Office,Cash,Same Day,2,3042.1,0.36,3893.888,657.31
O1936,2024-07-25,South,Groceries,Indoor,Consumer,Cash,Express,5,3105.21,0.24,11799.797999999999,1991.88
O1937,2024-07-26,North,Home Appliances,Headphones,Corporate,UPI,Express,7,1846.41,0.25,9693.6525,1636.35
O1938,2024-07-27,South,Toys,Refrigerator,Corporate,Debit Card,Standard,7,4212.54,0.29,20936.3238,3534.18
O1939,2024-07-28,South,Electronics,Refrigerator,Consumer,Cash,Standard,4,3108.01,0.27,9075.3892,1531.98
O1940,2024-07-29,West,Electronics,TV,Home Office,Wallet,Standard,3,1156.46,0.35,2255.097,380.67
O1941,2024-07-30,North,Electronics,Indoor,Consumer,Credit Card,Standard,9,1237.22,0.31,7683.136199999999,1296.96
O1942,2024-07-31,West,Home Appliances,Indoor,Corporate,Wallet,Standard,7,4314.93,0.05,28694.2845,4843.77
O1943,2024-08-01,North,Home Appliances,Refrigerator,Consumer,Cash,Standard,2,3147.25,0.37,3965.535,669.41
O1944,2024-08-02,North,Clothing,Kids,Home Office,Credit Card,Same Day,1,2023.59,0.27,1477.2206999999999,249.36
O1945,2024-08-03,East,Clothing,Beverages,Corporate,UPI,Express,2,976.15,0.05,1854.685,313.08
O1946,2024-08-04,North,Electronics,Kids,Home Office,Credit Card,Express,3,3070.57,0.31,6356.0799,1072.94
O1947,2024-08-05,West,Toys,Outdoor,Home Office,Credit Card,Same Day,5,962.34,0.14,4138.062,698.53
O1948,2024-08-06,South,Clothing,Women,Consumer,Credit Card,Same Day,3,2377.33,0.32,4849.753199999999,818.67
O1949,2024-08-07,North,Clothing,Snacks,Consumer,Cash,Express,9,3403.68,0.38,18992.5344,3206.05
O1950,2024-08-08,East,Home Appliances,Kids,Home Office,Debit Card,Express,4,2848.81,0.1,10255.716,1731.23
O1951,2024-08-09,West,Toys,Women,Home Office,Cash,Standard,7,4614.39,0.34,21318.481799999998,3598.69
O1952,2024-08-10,North,Electronics,Women,Corporate,Debit Card,Express,4,246.62,0.31,680.6712,114.9
O1953,2024-08-11,West,Clothing,Kids,Home Office,UPI,Standard,3,1434.98,0.27,3142.6062,530.49
O1954,2024-08-12,East,Toys,Headphones,Home Office,UPI,Standard,1,332.58,0.15,282.693,47.72
O1955,2024-08-13,East,Toys,Outdoor,Consumer,UPI,Express,9,1013.29,0.04,8754.8256,1477.87
O1956,2024-08-14,West,Electronics,Fruits,Home Office,UPI,Standard,1,663.72,0.19,537.6132,90.75
O1957,2024-08-15,North,Toys,Outdoor,Home Office,UPI,Standard,1,3676.68,0.04,3529.6128,595.82
O1958,2024-08-16,South,Toys,TV,Consumer,Wallet,Same Day,1,1878.41,0.2,1502.728,253.67
O1959,2024-08-17,East,Toys,Mobile,Corporate,Cash,Express,5,4628.97,0.33,15507.0495,2617.68
O1960,2024-08-18,North,Clothing,Mobile,Consumer,Debit Card,Same Day,7,165.72,0.4,696.024,117.49
O1961,2024-08-19,North,Electronics,Laptop,Consumer,UPI,Standard,7,3281.97,0.08,21135.886799999997,3567.87
O1962,2024-08-20,South,Toys,Women,Home Office,Wallet,Standard,1,4854.2,0.08,4465.864,753.86
O1963,2024-08-21,East,Toys,Outdoor,Home Office,Wallet,Same Day,6,920.4,0.32,3755.2319999999995,633.91
O1964,2024-08-22,East,Clothing,Washing Machine,Corporate,Wallet,Same Day,9,2240.04,0.19,16329.8916,2756.58
O1965,2024-08-23,North,Electronics,Fruits,Home Office,Cash,Same Day,6,3524.35,0.37,13322.043,2248.84
O1966,2024-08-24,North,Home Appliances,TV,Corporate,UPI,Standard,4,3184.03,0.31,8787.9228,1483.45
O1967,2024-08-25,South,Clothing,Indoor,Corporate,Wallet,Express,9,2851.83,0.29,18223.1937,3076.19
O1968,2024-08-26,South,Electronics,Headphones,Corporate,Wallet,Standard,3,1667.44,0.04,4802.227199999999,810.65
O1969,2024-08-27,East,Toys,Mobile,Corporate,UPI,Same Day,4,3654.59,0.01,14472.1764,2442.99
O1970,2024-08-28,West,Electronics,Headphones,Home Office,Cash,Express,4,3283.61,0.13,11426.962800000001,1928.94
O1971,2024-08-29,East,Electronics,Headphones,Consumer,Wallet,Same Day,4,855.86,0.09,3115.3304000000003,525.89
O1972,2024-08-30,North,Electronics,Headphones,Consumer,Debit Card,Standard,6,4822.25,0.28,20832.12,3516.59
O1973,2024-08-31,East,Home Appliances,Snacks,Home Office,Credit Card,Express,7,2800.58,0.18,16075.3292,2713.61
O1974,2024-09-01,West,Electronics,Indoor,Home Office,Credit Card,Express,9,2651.03,0.21,18848.8233,3181.8
O1975,2024-09-02,South,Home Appliances,Laptop,Corporate,Credit Card,Standard,3,4248.77,0.33,8540.0277,1441.61
O1976,2024-09-03,West,Toys,Headphones,Home Office,Cash,Same Day,8,3220.05,0.19,20865.924000000003,3522.29
O1977,2024-09-04,West,Home Appliances,Headphones,Consumer,Wallet,Same Day,8,418.67,0.22,2612.5008000000003,441.01
O1978,2024-09-05,West,Toys,Mobile,Home Office,Credit Card,Same Day,1,2557.62,0.34,1688.0291999999997,284.95
O1979,2024-09-06,South,Toys,Kids,Home Office,Credit Card,Standard,5,3913.95,0.17,16242.8925,2741.9
O1980,2024-09-07,West,Home Appliances,Kids,Corporate,UPI,Same Day,5,3514.9,0.03,17047.265,2877.68
O1981,2024-09-08,West,Clothing,Washing Machine,Corporate,Wallet,Express,8,4855.31,0.21,30685.559200000003,5179.91
O1982,2024-09-09,West,Groceries,Laptop,Corporate,Wallet,Same Day,8,173.34,0.23,1067.7744,180.25
O1983,2024-09-10,North,Electronics,Microwave,Corporate,UPI,Same Day,2,1343.03,0.2,2148.848,362.74
O1984,2024-09-11,West,Groceries,Snacks,Consumer,Wallet,Express,3,2768.32,0.1,7474.464000000001,1261.73
O1985,2024-09-12,South,Electronics,Washing Machine,Home Office,Debit Card,Express,2,3116.47,0.09,5671.9754,957.46
O1986,2024-09-13,West,Electronics,Indoor,Home Office,Cash,Same Day,1,1408.06,0.15,1196.8509999999999,202.04
O1987,2024-09-14,West,Toys,Kids,Corporate,UPI,Express,2,4142.67,0.07,7705.3661999999995,1300.71
O1988,2024-09-15,South,Electronics,Kids,Consumer,Credit Card,Standard,6,863.52,0.27,3782.2176,638.46
O1989,2024-09-16,West,Electronics,Laptop,Consumer,Wallet,Express,1,54.2,0.25,40.650000000000006,6.86
O1990,2024-09-17,South,Home Appliances,Laptop,Home Office,Debit Card,Standard,6,4764.34,0.25,21439.53,3619.12
O1991,2024-09-18,West,Groceries,Vegetables,Corporate,Debit Card,Express,1,1988.21,0.09,1809.2711000000002,305.42
O1992,2024-09-19,South,Home Appliances,Snacks,Home Office,Cash,Standard,2,4789.57,0.1,8621.226,1455.32
O1993,2024-09-20,West,Electronics,Indoor,Home Office,Debit Card,Standard,8,1425.76,0.31,7870.195199999999,1328.54
O1994,2024-09-21,West,Toys,Mobile,Consumer,Wallet,Same Day,6,364.07,0.28,1572.7824,265.5
O1995,2024-09-22,North,Home Appliances,Mobile,Consumer,Wallet,Express,9,3873.97,0.35,22662.724499999997,3825.61
O1996,2024-09-23,North,Home Appliances,Beverages,Home Office,Debit Card,Express,1,4187.31,0.16,3517.3404,593.75
O1997,2024-09-24,West,Clothing,Vegetables,Corporate,Wallet,Express,5,2485.83,0.22,9694.737,1636.53
O1998,2024-09-25,West,Electronics,Vegetables,Corporate,Wallet,Standard,7,415.56,0.3,2036.244,343.73
O1999,2024-09-26,East,Toys,Kids,Home Office,Credit Card,Same Day,9,3287.96,0.39,18050.9004,3047.1
O2000,2024-09-27,South,Home Appliances,Refrigerator,Home Office,UPI,Express,9,951.61,0.4,5138.6939999999995,867.44
O2001,2024-09-28,East,Home Appliances,Refrigerator,Corporate,Wallet,Same Day,4,4254.44,0.4,10210.655999999999,1723.62
O2002,2024-09-29,North,Toys,Headphones,Corporate,Wallet,Same Day,4,1406.41,0.36,3600.4096000000004,607.77
O2003,2024-09-30,North,Electronics,Women,Corporate,Cash,Standard,4,4246.15,0.26,12568.604,2121.66
O2004,2024-10-01,North,Clothing,Snacks,Home Office,UPI,Express,3,2163.28,0.0,6489.84,1095.52
O2005,2024-10-02,North,Home Appliances,Laptop,Consumer,UPI,Same Day,8,3002.61,0.28,17295.0336,2919.51
O2006,2024-10-03,West,Clothing,Kids,Corporate,UPI,Express,5,3958.33,0.1,17812.485,3006.86
O2007,2024-10-04,North,Groceries,Outdoor,Corporate,Debit Card,Express,7,250.17,0.02,1716.1662,289.7
O2008,2024-10-05,West,Electronics,Kids,Corporate,,Express,6,4114.77,0.28,17775.8064,3000.66
O2009,2024-10-06,West,Groceries,Laptop,Home Office,Credit Card,Same Day,9,736.31,0.3,4638.752999999999,783.05
O2010,2024-10-07,North,Groceries,Microwave,Consumer,Cash,Standard,3,1824.17,0.26,4049.6574,683.61
O2011,2024-10-08,North,Groceries,Beverages,Consumer,UPI,Standard,6,2390.27,0.15,12190.376999999999,2057.81
O2012,2024-10-09,South,Electronics,Outdoor,Corporate,UPI,Same Day,3,4482.36,0.2,10757.663999999999,1815.96
O2013,2024-10-10,East,Electronics,Men,Home Office,Wallet,Express,2,161.08,0.37,202.9608,34.26
O2014,2024-10-11,North,Toys,Headphones,Consumer,Debit Card,Express,3,2818.05,0.29,6002.446500000001,1013.25
O2015,2024-10-12,South,Clothing,TV,Home Office,Debit Card,Standard,2,3230.49,0.2,5168.784,872.52
O2016,2024-10-13,South,Clothing,Snacks,Consumer,Cash,Same Day,2,1617.08,0.24,2457.9616,414.92
O2017,2024-10-14,East,Toys,TV,Corporate,Credit Card,Same Day,7,1487.91,0.37,6561.6831,1107.65
O2018,2024-10-15,West,Toys,Mobile,Home Office,UPI,Standard,3,2477.82,0.16,6244.106400000001,1054.04
O2019,2024-10-16,North,Groceries,Vegetables,Corporate,Cash,Same Day,8,976.15,0.04,7496.831999999999,1265.51
O2020,2024-10-17,East,Toys,Outdoor,Consumer,Debit Card,Same Day,2,2367.19,0.13,4118.9106,695.3
O2021,2024-10-18,North,Home Appliances,Washing Machine,Consumer,Debit Card,Standard,7,3836.88,0.17,22292.2728,3763.07
O2022,2024-10-19,South,Clothing,Microwave,Corporate,Debit Card,Standard,3,4234.71,0.11,11306.675700000002,1908.64
O2023,2024-10-20,South,Toys,Kids,Consumer,UPI,Same Day,9,1956.55,0.21,13911.070500000002,2348.27
O2024,2024-10-21,West,Home Appliances,Indoor,Corporate,UPI,Same Day,7,3105.64,0.12,19130.7424,3229.39
O2025,2024-10-22,South,Home Appliances,Women,Corporate,UPI,Standard,9,50.1,0.04,432.86400000000003,73.07
O2026,2024-10-23,South,Home Appliances,Microwave,Corporate,Wallet,Standard,2,2774.24,0.08,5104.6016,861.69
O2027,2024-10-24,East,Home Appliances,Vegetables,Consumer,Credit Card,Express,6,4877.42,0.37,18436.6476,3112.22
O2028,2024-10-25,North,Groceries,Laptop,Home Office,Debit Card,Same Day,5,1595.71,0.25,5983.9125,1010.12
O2029,2024-10-26,North,Home Appliances,Microwave,Corporate,Debit Card,Same Day,2,2994.14,0.13,5209.8036,879.45
O2030,2024-10-27,East,Groceries,Indoor,Home Office,Wallet,Standard,4,3823.3,0.15,12999.220000000001,2194.35
O2031,2024-10-28,West,Groceries,Washing Machine,Consumer,Debit Card,Standard,4,3064.22,0.2,9805.503999999999,1655.23
O2032,2024-10-29,North,Home Appliances,Outdoor,Consumer,Debit Card,Express,8,2121.57,0.27,12389.9688,2091.5
O2033,2024-10-30,South,Clothing,Indoor,Home Office,UPI,Express,7,805.25,0.23,4340.2975,732.67
O2034,2024-10-31,North,Home Appliances,Indoor,Corporate,UPI,Standard,5,2345.32,0.37,7387.758000000001,1247.1
O2035,2024-11-01,South,Home Appliances,Men,Consumer,Credit Card,Same Day,9,1509.18,0.25,10186.965,1719.62
O2036,2024-11-02,West,Home Appliances,Fruits,Corporate,Debit Card,Express,1,3494.81,0.36,2236.6784000000002,377.56
O2037,2024-11-03,East,Clothing,Washing Machine,Corporate,Cash,Standard,4,2237.47,0.0,8949.88,1510.79
O2038,2024-11-04,North,Electronics,Fruits,Home Office,Debit Card,Standard,5,4256.9,0.36,13622.08,2299.49
O2039,2024-11-05,East,Electronics,TV,Consumer,Debit Card,Standard,8,1006.95,0.29,5719.476,965.48
O2040,2024-11-06,North,Groceries,Refrigerator,Home Office,Credit Card,Same Day,3,2117.71,0.07,5908.4109,997.38
O2041,2024-11-07,South,Groceries,Vegetables,Consumer,Cash,Standard,5,2809.65,0.11,12502.942500000001,2110.57
O2042,2024-11-08,East,Clothing,Vegetables,Home Office,Debit Card,Standard,3,673.77,0.22,1576.6218000000001,266.14
O2043,2024-11-09,North,Toys,TV,Consumer,Cash,Same Day,7,2960.15,0.05,19684.997499999998,3322.95
O2044,2024-11-10,South,Electronics,Outdoor,Consumer,UPI,Standard,3,1490.06,0.31,3084.4242,520.67
O2045,2024-11-11,East,Groceries,Refrigerator,Consumer,UPI,Standard,7,1186.21,0.32,5646.359600000001,953.14
O2046,2024-11-12,East,Electronics,Refrigerator,Corporate,Cash,Express,2,752.46,0.12,1324.3296,223.55
O2047,2024-11-13,North,Clothing,Headphones,Corporate,Debit Card,Standard,7,1781.92,0.03,12099.2368,2042.42
O2048,2024-11-14,North,Clothing,Indoor,Home Office,Cash,Same Day,9,4648.46,0.4,25101.683999999997,4237.32
O2049,2024-11-15,North,Toys,Refrigerator,Home Office,,Express,5,203.48,0.1,915.66,154.57
O2050,2024-11-16,South,Toys,Washing Machine,Consumer,UPI,Standard,6,4268.17,0.03,24840.7494,4193.27
O2051,2024-11-17,North,Clothing,Washing Machine,Consumer,Cash,Same Day,3,2016.94,0.13,5264.2134,888.63
O2052,2024-11-18,East,Groceries,Indoor,Corporate,Wallet,Standard,5,2829.93,0.39,8631.2865,1457.01
O2053,2024-11-19,East,Electronics,TV,Corporate,Wallet,Express,5,2588.42,0.32,8800.627999999999,1485.6
O2054,2024-11-20,North,Home Appliances,Microwave,Corporate,UPI,Same Day,3,4632.41,0.19,11256.756300000001,1900.21
O2055,2024-11-21,North,Toys,Snacks,Home Office,Debit Card,Express,8,3862.14,0.12,27189.4656,4589.75
O2056,2024-11-22,West,Home Appliances,Outdoor,Corporate,Debit Card,Same Day,6,4924.88,0.17,24525.9024,4140.12
O2057,2024-11-23,East,Groceries,Women,Home Office,UPI,Same Day,3,3982.43,0.01,11827.817099999998,1996.61
O2058,2024-11-24,South,Toys,TV,Corporate,Debit Card,Standard,1,1514.65,0.29,1075.4015,181.53
O2059,2024-11-25,West,Home Appliances,Fruits,Corporate,Credit Card,Same Day,1,4816.27,0.04,4623.6192,780.49
O2060,2024-11-26,North,Groceries,Washing Machine,Consumer,Wallet,Same Day,2,4918.65,0.21,7771.467,1311.87
O2061,2024-11-27,North,Electronics,Women,Home Office,Credit Card,Standard,5,659.31,0.23,2538.3435,428.49
